feat_list,hyper_param,fold,avg,std
2,8,5,484.3175664930137,199.09105040624829
2,8,7,441.3861290652003,278.7151409717887
2,8,9,446.3924177792985,273.7868708078582
2,8,11,442.79455851283996,282.0685673339217
2,8,13,432.2477105900191,294.5047120651198
2,8,15,426.5185891976537,302.76059116404673
2,8,17,411.47302840165213,326.9407943092341
2,8,19,412.65665900725077,322.3400472938171
2,8,21,404.7636793858794,331.4947109037236
2,9,3,477.224958278975,184.89275326727255
2,9,5,481.10796005659984,195.61327424750527
2,9,7,437.20416103516163,276.23882756839436
2,9,9,444.8801066824102,268.2817292324519
2,9,11,438.82074614359476,277.2763192540848
2,9,13,429.4816114149684,290.53056093262796
2,9,15,423.70411063327464,298.2722402731238
2,9,17,407.08647866920217,322.38896591598285
2,9,19,408.59674832442,317.8772514540799
2,9,21,401.994566685337,326.97695966001174
2,10,3,475.40028284910204,190.7725260836558
2,10,5,475.20207422691635,194.14405965580954
2,10,7,431.1971960110125,275.7565315770442
2,10,9,441.90413181623586,264.4621767391454
2,10,11,435.578457689487,274.02649659168037
2,10,13,423.4562175545148,288.2599814390527
2,10,15,418.48557199936033,296.12989057263866
2,10,17,402.0055670483708,318.78247697476735
2,10,19,406.6600457957834,314.7724822370733
2,10,21,399.53013852576635,323.40507357142604
2,11,3,476.64148846998734,193.57246047831427
2,11,5,471.6344013072847,197.88862887583653
2,11,7,428.3560928828761,277.54094381427154
2,11,9,439.5083553545606,266.48638119530676
2,11,11,433.10658568364454,277.84050908122
2,11,13,421.3708001444604,291.55090382966245
2,11,15,417.80316633899025,297.63705885542004
2,11,17,400.4808855268684,321.251676092895
2,11,19,405.3378525805339,316.6340513661224
2,11,21,396.85877459486073,324.7429039783834
2,12,3,474.9761037726564,194.71560366288267
2,12,5,469.3856766135642,195.92359664235067
2,12,7,426.2018823116308,276.4992227858457
2,12,9,434.6344526538751,265.85987328236257
2,12,11,427.15047463538616,279.1714043821313
2,12,13,417.86603507616593,289.86222202374864
2,12,15,414.3106500332907,298.1631708926337
2,12,17,399.0386675203006,320.10629516116853
2,12,19,400.18859113826466,316.5421764563124
2,12,21,395.0199930502268,323.8835383072553
2,13,3,475.6406711348745,197.1947021179439
2,13,5,463.8792783621225,187.35206672586858
2,13,7,423.6839526296436,278.45982507896224
2,13,9,429.45817550624434,256.4353054205108
2,13,11,422.43899473561675,269.79349271300447
2,13,13,412.3762456317317,280.2094922381208
2,13,15,410.2197549266965,288.54317960932684
2,13,17,393.7215855537386,310.7243642675758
2,13,19,396.87164422884797,306.7298407029228
2,13,21,390.7934239826817,315.3330393279253
2,14,3,476.11171525700837,200.64140971414582
2,14,5,464.2980638152785,188.37105431253465
2,14,7,424.640538550518,279.4735550669439
2,14,9,430.651221905187,256.5456644041066
2,14,11,420.87429681240786,271.80432292544424
2,14,13,412.1049219421342,281.66484962806004
2,14,15,410.08302903550594,289.9457255489131
2,14,17,393.8383836987949,311.6010611841683
2,14,19,395.65643533126257,308.8818043769442
2,14,21,389.08948620581594,316.77609146218975
2,15,3,475.56506462796006,203.87541212077272
2,15,5,463.93470063586517,190.84616604866414
2,15,7,424.96832912302136,282.09802006753233
2,15,9,430.5423504449439,258.07459115340373
2,15,11,421.35343074454937,273.9037947935404
2,15,13,411.4961190406984,285.0075436462722
2,15,15,409.74768007084265,291.9581315449182
2,15,17,392.4904903544617,313.46765640827476
2,15,19,394.49359742269826,311.1645774812921
2,15,21,388.3997187705968,319.37313887578233
2,16,3,475.1335665503334,204.00301951520797
2,16,5,464.62587740470565,192.076505021108
2,16,7,423.99148896247203,283.82040148715765
2,16,9,431.69603137208713,260.5078482603053
2,16,11,421.4126132411448,275.58373715680904
2,16,13,413.66358925074434,287.5964024536951
2,16,15,409.7094251117141,294.1612430755458
2,16,17,393.86832434282275,315.58746525516494
2,16,19,394.8196546086708,313.06761988629125
2,16,21,388.02378285344116,321.62985566107517
2,17,3,475.5377245490925,204.72662907509203
2,17,5,464.487225117569,195.72035409410287
2,17,7,423.6378238267456,285.81265078874173
2,17,9,431.2435446367972,261.48508562629894
2,17,11,422.08286504930186,278.8101415552484
2,17,13,413.97949855919467,287.9351819369677
2,17,15,409.43881865481507,295.9248142314258
2,17,17,393.58213254225257,316.740598514334
2,17,19,395.1102952294174,314.4114758727965
2,17,21,389.4245359563987,322.1207342084335
2,18,3,476.6424675393551,205.06626910820302
2,18,5,465.3310628146172,195.94636314283406
2,18,7,425.1208286942314,287.57241279282033
2,18,9,430.97547556808877,263.83936962877624
2,18,11,420.9262161423903,279.7469104312662
